Date,Campaign_ID,Campaign_Name,Ad_Set_Name,Platform,Objective,Target_Audience,Location,Age_Group,Gender,Device,Ad_Format,Impressions,Reach,Clicks,CTR_Percent,CPC_INR,Spend_INR,Leads,Add_to_Cart,Purchases,Conversion_Rate_Percent,Revenue_INR,ROAS,Bounce_Rate_Percent,Avg_Session_Duration_Sec,Landing_Page,UTM_Campaign
2025-08-04,CMP-4726,Nature Reset Experience,Synchronized eco-centric open system,Facebook,Conversions,Millennial Travelers,Nagpur,25-34,Female,Desktop,Image,141524,85393,3793,2.68,24.45,92738.85,137,94,48,1.27,4560000,49.17,76.51,388,/executive-retreat,nature_reset_experience
2025-05-28,CMP-6861,Luxury Nature Escape,Adaptive stable Graphic Interface,Facebook,Lead Generation,Business Owners,Patna,45-54,Male,Tablet,Lead Form,117868,93689,1147,0.97,50.86,58336.42,145,33,11,0.96,935000,16.03,54.46,866,/book-now,luxury_nature_escape
2025-05-14,CMP-2210,Luxury Digital Detox,Focused solution-oriented functionalities,Facebook,Website Visits,High Income Professionals,Chennai,45-54,Male,Desktop,Story Ad,33309,25693,389,1.17,74.48,28972.72,59,14,1,0.26,65000,2.24,61.0,226,/book-now,luxury_digital_detox
2025-08-25,CMP-7680,Luxury Nature Escape,Cloned fault-tolerant installation,Facebook,Website Visits,Business Owners,Jaipur,35-44,Male,Tablet,Lead Form,169112,93274,4935,2.92,37.97,187381.95,265,86,12,0.24,1140000,6.08,56.04,546,/executive-retreat,luxury_nature_escape
2025-01-12,CMP-3107,Nature Reset Experience,Public-key intangible workforce,Facebook,Lead Generation,Millennial Travelers,Gurugram,25-34,Female,Desktop,Video,132562,106601,8,0.01,12.97,103.76,8,8,1,12.5,120000,1156.52,51.25,927,/weekend-reset,nature_reset_experience
2025-07-27,CMP-5848,Executive Burnout Recovery,Devolved demand-driven focus group,LinkedIn,Engagement,Corporate Managers,Mangalore,25-34,Male,Mobile,Story Ad,164544,143005,1417,0.86,72.6,102874.2,133,91,48,3.39,4560000,44.33,59.11,918,/executive-retreat,executive_burnout_recovery
2025-06-03,CMP-2712,Executive Burnout Recovery,Proactive modular open architecture,LinkedIn,Lead Generation,Corporate Managers,Hyderabad,35-44,Female,Tablet,Image,49966,32310,1127,2.26,59.25,66774.75,88,9,2,0.18,130000,1.95,14.64,670,/mental-reset-retreat,executive_burnout_recovery
2025-03-26,CMP-4451,Remote Wellness Retreat,Public-key clear-thinking initiative,Facebook,Traffic,Startup Founders,Pune,45-54,Other,Desktop,Image,31414,23858,256,0.81,16.79,4298.24,10,5,1,0.39,85000,19.78,72.75,63,/book-now,remote_wellness_retreat
2025-05-18,CMP-5485,Luxury Digital Detox,Total value-added knowledge user,Facebook,Traffic,High Income Professionals,Mysuru,35-44,Other,Mobile,Story Ad,156817,91461,3265,2.08,39.81,129979.65,279,76,23,0.7,2185000,16.81,38.81,211,/book-now,luxury_digital_detox
2025-04-04,CMP-1570,Nature Reset Experience,Implemented global interface,Facebook,Conversions,Millennial Travelers,Mumbai,18-24,Male,Desktop,Image,73286,46350,1421,1.94,25.29,35937.09,37,13,3,0.21,216000,6.01,64.75,749,/executive-detox-guide,nature_reset_experience
2025-04-10,CMP-5348,Remote Wellness Retreat,Intuitive multi-tasking utilization,Facebook,Conversions,Startup Founders,Gurugram,35-44,Male,Mobile,Video,139924,127394,2343,1.67,22.4,52483.2,199,41,19,0.81,1615000,30.77,47.93,430,/luxury-cabins,remote_wellness_retreat
2025-04-19,CMP-4345,Silent Productivity Camp,Stand-alone exuding circuit,LinkedIn,Website Visits,Tech Employees,Chennai,18-24,Other,Tablet,Video,139219,100371,2919,2.1,29.28,85468.32,206,43,16,0.55,1920000,22.46,58.78,416,/mental-reset-retreat,silent_productivity_camp
2025-03-24,CMP-8167,Luxury Nature Escape,Persistent actuating throughput,Facebook,Traffic,Business Owners,Vadodara,45-54,Female,Tablet,Video,131901,104028,721,0.55,26.68,19236.28,130,32,11,1.53,715000,37.17,43.49,18,/mental-reset-retreat,luxury_nature_escape
2025-01-31,CMP-6904,Remote Wellness Retreat,Persevering neutral focus group,Facebook,Conversions,Startup Founders,Noida,25-34,Male,Mobile,Image,32083,25713,330,1.03,18.97,6260.1,14,1,0,0.0,0,0.0,86.91,562,/burnout-recovery,remote_wellness_retreat
2025-06-16,CMP-1379,Mindful Weekend Escape,Up-sized solution-oriented encryption,Instagram,Lead Generation,Corporate Executives,Goa,18-24,Male,Desktop,Video,64134,57706,687,1.07,47.54,32659.98,72,58,26,3.78,1690000,51.75,70.95,675,/luxury-cabins,mindful_weekend_escape
2025-02-04,CMP-5702,Luxury Digital Detox,Reactive multi-tasking hierarchy,Facebook,Website Visits,High Income Professionals,Mumbai,18-24,Other,Desktop,Video,47013,42766,540,1.15,34.56,18662.4,56,5,1,0.19,72000,3.86,71.75,270,/weekend-reset,luxury_digital_detox
2025-02-11,CMP-9454,Nature Reset Experience,Devolved asynchronous productivity,Facebook,Website Visits,Millennial Travelers,Noida,18-24,Other,Desktop,Image,74794,56685,606,0.81,29.54,17901.24,19,3,0,0.0,0,0.0,56.2,617,/executive-detox-guide,nature_reset_experience
2025-06-05,CMP-4564,Silent Productivity Camp,Fundamental tangible structure,LinkedIn,Website Visits,Tech Employees,Gurugram,45-54,Male,Desktop,Story Ad,62744,46371,1723,2.75,32.18,55446.14,93,16,6,0.35,720000,12.99,44.44,687,/burnout-recovery,silent_productivity_camp
2025-05-28,CMP-6706,Eco Adventure Cabins,Triple-buffered foreground monitoring,Instagram,Engagement,Gen-Z Eco Travelers,Coimbatore,35-44,Male,Desktop,Carousel,79778,60383,3116,3.91,9.85,30692.6,10,1,0,0.0,0,0.0,50.51,857,/luxury-cabins,eco_adventure_cabins
2025-01-01,CMP-8422,Mindful Weekend Escape,Customer-focused real-time hardware,Instagram,Conversions,Corporate Executives,Surat,18-24,Female,Tablet,Video,160570,127482,2705,1.68,56.86,153806.3,579,102,41,1.52,2665000,17.33,65.75,420,/executive-detox-guide,mindful_weekend_escape
2025-05-08,CMP-1035,Executive Burnout Recovery,Persevering solution-oriented frame,LinkedIn,Lead Generation,Corporate Managers,Gurugram,35-44,Male,Desktop,Story Ad,99760,89997,1883,1.89,33.31,62722.73,338,69,25,1.33,2375000,37.87,55.51,903,/weekend-reset,executive_burnout_recovery
2025-03-30,CMP-3246,Luxury Digital Detox,Reactive bi-directional workforce,Facebook,Lead Generation,High Income Professionals,Nagpur,45-54,Female,Tablet,Story Ad,90663,67172,2081,2.3,59.92,124693.52,454,82,26,1.25,3120000,25.02,68.68,402,/weekend-reset,luxury_digital_detox
2025-04-17,CMP-1333,Silent Productivity Camp,De-engineered regional benchmark,LinkedIn,Conversions,Tech Employees,Chennai,18-24,Female,Mobile,Story Ad,49794,45586,1652,3.32,22.26,36773.52,75,24,10,0.61,720000,19.58,45.53,668,/mental-reset-retreat,silent_productivity_camp
2025-07-11,CMP-8578,Remote Wellness Retreat,Synchronized logistical emulation,Facebook,Conversions,Startup Founders,Kolkata,25-34,Female,Tablet,Carousel,33021,24535,231,0.7,34.65,8004.15,15,2,0,0.0,0,0.0,20.26,479,/executive-detox-guide,remote_wellness_retreat
2025-07-03,CMP-2214,Remote Wellness Retreat,Networked value-added utilization,Facebook,Conversions,Startup Founders,Nagpur,45-54,Other,Desktop,Video,138918,102543,4252,3.06,14.32,60888.64,233,69,32,0.75,3040000,49.93,57.36,16,/book-now,remote_wellness_retreat
2025-01-26,CMP-1598,Remote Wellness Retreat,Focused analyzing conglomeration,Facebook,Conversions,Startup Founders,Udaipur,35-44,Other,Mobile,Image,27246,17740,550,2.02,32.54,17897.0,7,2,1,0.18,85000,4.75,70.1,695,/burnout-recovery,remote_wellness_retreat
2025-04-11,CMP-5563,Eco Adventure Cabins,Face-to-face interactive instruction set,Instagram,Website Visits,Gen-Z Eco Travelers,Jaipur,35-44,Male,Tablet,Story Ad,4856,3218,206,4.24,9.04,1862.24,0,0,0,0.0,0,0.0,55.68,365,/burnout-recovery,eco_adventure_cabins
2025-01-11,CMP-3680,Eco Adventure Cabins,Function-based 6thgeneration challenge,Instagram,Conversions,Gen-Z Eco Travelers,Mangalore,18-24,Male,Tablet,Image,41367,31501,2015,4.87,4.38,8825.7,7,1,0,0.0,0,0.0,55.18,371,/executive-retreat,eco_adventure_cabins
2025-02-09,CMP-5907,Eco Adventure Cabins,Fully-configurable modular pricing structure,Instagram,Traffic,Gen-Z Eco Travelers,Coimbatore,25-34,Female,Tablet,Lead Form,176586,153856,7330,4.15,5.5,40315.0,21,6,1,0.01,65000,1.61,43.68,292,/luxury-cabins,eco_adventure_cabins
2025-08-27,CMP-9704,Executive Burnout Recovery,Profit-focused executive framework,LinkedIn,Traffic,Corporate Managers,Coimbatore,25-34,Male,Tablet,Image,175270,149127,174,0.1,99.98,17396.52,21,4,1,0.57,95000,5.46,61.2,374,/mental-reset-retreat,executive_burnout_recovery
2025-01-05,CMP-8753,Eco Adventure Cabins,Visionary motivating software,Instagram,Traffic,Gen-Z Eco Travelers,Ahmedabad,18-24,Male,Desktop,Lead Form,93488,52327,4534,4.85,11.73,53183.82,6,1,0,0.0,0,0.0,70.79,467,/book-now,eco_adventure_cabins
2025-05-18,CMP-6952,Luxury Nature Escape,Managed 24/7 open architecture,Facebook,Traffic,Business Owners,Bhubaneswar,18-24,Female,Tablet,Carousel,143601,127802,1616,1.13,60.06,97056.96,137,34,15,0.93,1080000,11.13,12.07,158,/weekend-reset,luxury_nature_escape
2025-04-29,CMP-7597,Eco Adventure Cabins,Robust local artificial intelligence,Instagram,Engagement,Gen-Z Eco Travelers,Indore,45-54,Male,Desktop,Story Ad,15026,10633,604,4.02,11.32,6837.28,2,0,0,0.0,0,0.0,47.2,91,/executive-detox-guide,eco_adventure_cabins
2025-02-19,CMP-3345,Nature Reset Experience,Advanced global implementation,Facebook,Engagement,Millennial Travelers,Vadodara,25-34,Male,Mobile,Image,78209,69671,899,1.15,33.04,29702.96,42,11,4,0.44,380000,12.79,47.89,956,/burnout-recovery,nature_reset_experience
2025-07-30,CMP-4174,Luxury Nature Escape,Optimized 6thgeneration moderator,Facebook,Traffic,Business Owners,Jaipur,35-44,Male,Tablet,Story Ad,68091,56630,107,0.16,61.91,6624.37,13,7,3,2.8,195000,29.44,63.33,344,/mental-reset-retreat,luxury_nature_escape
2025-02-15,CMP-7677,Mindful Weekend Escape,Phased leadingedge collaboration,Instagram,Website Visits,Corporate Executives,Vizag,18-24,Other,Mobile,Video,40206,36079,886,2.2,44.1,39072.6,102,30,8,0.9,680000,17.4,70.32,728,/weekend-reset,mindful_weekend_escape
2025-07-22,CMP-8825,Eco Adventure Cabins,Front-line disintermediate neural-net,Instagram,Lead Generation,Gen-Z Eco Travelers,Surat,35-44,Female,Desktop,Carousel,124497,111651,4727,3.8,9.49,44859.23,5,1,0,0.0,0,0.0,43.94,939,/mental-reset-retreat,eco_adventure_cabins
2025-05-02,CMP-4554,Nature Reset Experience,Enterprise-wide transitional leverage,Facebook,Traffic,Millennial Travelers,Nashik,35-44,Male,Desktop,Video,173747,128682,4551,2.62,22.58,102761.58,494,129,73,1.6,6205000,60.38,46.96,318,/mental-reset-retreat,nature_reset_experience
2025-08-11,CMP-5254,Nature Reset Experience,Up-sized regional process improvement,Facebook,Traffic,Millennial Travelers,Lucknow,18-24,Male,Tablet,Story Ad,98248,83163,1746,1.78,29.57,51629.22,76,15,6,0.34,570000,11.04,43.45,766,/mental-reset-retreat,nature_reset_experience
2025-03-14,CMP-2238,Luxury Digital Detox,Switchable 6thgeneration infrastructure,Facebook,Lead Generation,High Income Professionals,Vizag,18-24,Other,Desktop,Carousel,153833,123078,1896,1.23,83.99,159245.04,95,43,9,0.47,585000,3.67,59.1,760,/mental-reset-retreat,luxury_digital_detox
2025-05-29,CMP-6735,Silent Productivity Camp,Multi-layered composite standardization,LinkedIn,Conversions,Tech Employees,Vizag,25-34,Female,Desktop,Image,3797,2747,63,1.66,18.48,1164.24,1,0,0,0.0,0,0.0,46.72,239,/burnout-recovery,silent_productivity_camp
2025-02-21,CMP-3327,Remote Wellness Retreat,Organic analyzing firmware,Facebook,Website Visits,Startup Founders,Goa,25-34,Male,Tablet,Story Ad,98160,65256,2860,2.91,17.11,48934.6,178,32,4,0.14,260000,5.31,83.07,895,/executive-retreat,remote_wellness_retreat
2025-05-12,CMP-4656,Focus & Productivity Retreat,Decentralized bandwidth-monitored benchmark,LinkedIn,Conversions,C-Suite Leaders,Bengaluru,18-24,Male,Mobile,Carousel,139493,110847,1096,0.79,72.42,79372.32,200,72,13,1.19,1105000,13.92,49.25,323,/burnout-recovery,focus_&_productivity_retreat
2025-08-14,CMP-4234,Eco Adventure Cabins,Operative uniform framework,Instagram,Conversions,Gen-Z Eco Travelers,Mangalore,45-54,Male,Tablet,Story Ad,111236,87720,3673,3.3,9.6,35260.8,6,1,0,0.0,0,0.0,81.9,745,/book-now,eco_adventure_cabins
2025-06-14,CMP-3416,Luxury Digital Detox,Grass-roots 5thgeneration definition,Facebook,Conversions,High Income Professionals,Chennai,25-34,Male,Tablet,Lead Form,17271,12606,368,2.13,62.48,22992.64,97,25,9,2.45,765000,33.27,38.96,728,/weekend-reset,luxury_digital_detox
2025-06-13,CMP-9827,Nature Reset Experience,Re-engineered tertiary hub,Facebook,Lead Generation,Millennial Travelers,Mysuru,18-24,Male,Tablet,Video,124977,98632,696,0.56,9.41,6549.36,54,17,2,0.29,240000,36.64,53.9,241,/burnout-recovery,nature_reset_experience
2025-02-15,CMP-4644,Executive Burnout Recovery,Implemented empowering forecast,LinkedIn,Lead Generation,Corporate Managers,Indore,45-54,Other,Tablet,Video,134360,88706,2905,2.16,84.97,246837.85,348,197,72,2.48,4680000,18.96,51.43,420,/luxury-cabins,executive_burnout_recovery
2025-05-21,CMP-3883,Nature Reset Experience,Managed composite time-frame,Facebook,Conversions,Millennial Travelers,Gurugram,35-44,Other,Mobile,Lead Form,105063,69116,1249,1.19,24.12,30125.88,159,29,5,0.4,475000,15.77,60.49,925,/burnout-recovery,nature_reset_experience
2025-06-11,CMP-6360,Focus & Productivity Retreat,Innovative interactive database,LinkedIn,Traffic,C-Suite Leaders,Goa,45-54,Male,Desktop,Video,116046,64870,2755,2.37,98.04,270100.2,597,137,55,2.0,5225000,19.34,52.21,632,/luxury-cabins,focus_&_productivity_retreat
2025-01-26,CMP-5369,Luxury Nature Escape,Streamlined global alliance,Facebook,Engagement,Business Owners,Trivandrum,45-54,Male,Mobile,Story Ad,161407,105058,2376,1.47,25.56,60730.56,401,78,29,1.22,2755000,45.36,93.67,392,/executive-detox-guide,luxury_nature_escape
2025-05-30,CMP-9902,Mindful Weekend Escape,Phased methodical instruction set,Instagram,Website Visits,Corporate Executives,Udaipur,35-44,Male,Desktop,Video,148815,92273,2214,1.49,37.1,82139.4,553,56,23,1.04,1656000,20.16,53.75,923,/book-now,mindful_weekend_escape
2025-03-27,CMP-7248,Luxury Nature Escape,Advanced heuristic focus group,Facebook,Engagement,Business Owners,Indore,45-54,Other,Mobile,Carousel,82393,48850,803,0.97,100.1,80380.3,83,29,10,1.25,720000,8.96,64.41,384,/burnout-recovery,luxury_nature_escape
2025-01-06,CMP-4592,Silent Productivity Camp,Multi-tiered intangible function,LinkedIn,Website Visits,Tech Employees,Bengaluru,45-54,Other,Mobile,Lead Form,94512,86576,1420,1.5,31.96,45383.2,70,12,5,0.35,325000,7.16,48.95,741,/weekend-reset,silent_productivity_camp
2025-08-10,CMP-5879,Luxury Nature Escape,Devolved client-driven installation,Facebook,Lead Generation,Business Owners,Noida,35-44,Female,Mobile,Video,12251,7390,115,0.94,82.06,9436.9,20,7,0,0.0,0,0.0,49.45,486,/mental-reset-retreat,luxury_nature_escape
2025-08-02,CMP-9380,Remote Wellness Retreat,Ameliorated responsive task-force,Facebook,Conversions,Startup Founders,Chennai,25-34,Other,Mobile,Carousel,145331,104303,2777,1.91,21.68,60205.36,226,37,4,0.14,288000,4.78,70.85,548,/burnout-recovery,remote_wellness_retreat
2025-01-14,CMP-2174,Luxury Digital Detox,Configurable methodical Graphic Interface,Facebook,Traffic,High Income Professionals,Mumbai,25-34,Other,Desktop,Lead Form,39863,25034,500,1.25,43.63,21815.0,118,30,9,1.8,648000,29.7,81.21,289,/weekend-reset,luxury_digital_detox
2025-08-16,CMP-3333,Weekend Mental Reset,Integrated methodical infrastructure,Instagram,Traffic,Working Professionals,Goa,45-54,Male,Mobile,Image,110653,75478,2541,2.3,24.46,62152.86,62,15,8,0.31,960000,15.45,46.53,84,/mental-reset-retreat,weekend_mental_reset
2025-01-04,CMP-2769,Eco Adventure Cabins,Programmable human-resource Local Area Network,Instagram,Conversions,Gen-Z Eco Travelers,Mangalore,25-34,Other,Tablet,Lead Form,172288,96872,8618,5.0,5.42,46709.56,4,1,0,0.0,0,0.0,34.84,418,/luxury-cabins,eco_adventure_cabins
2025-01-03,CMP-9114,Luxury Nature Escape,Automated maximized attitude,Facebook,Conversions,Business Owners,Goa,45-54,Other,Desktop,Story Ad,50470,29273,835,1.65,83.38,69622.3,88,30,6,0.72,510000,7.33,64.63,315,/mental-reset-retreat,luxury_nature_escape
2025-04-24,CMP-2320,Weekend Mental Reset,Down-sized user-facing conglomeration,Instagram,Conversions,Working Professionals,Chennai,45-54,Female,Desktop,Lead Form,78850,65495,1763,2.24,8.22,14491.86,187,40,7,0.4,840000,57.96,50.02,930,/weekend-reset,weekend_mental_reset
2025-03-26,CMP-2067,Luxury Nature Escape,Versatile contextually-based moratorium,Facebook,Engagement,Business Owners,Bhubaneswar,18-24,Other,Tablet,Carousel,7181,6524,141,1.96,25.82,3640.62,15,2,1,0.71,85000,23.35,59.77,32,/mental-reset-retreat,luxury_nature_escape
2025-02-04,CMP-2895,Executive Burnout Recovery,Public-key radical info-mediaries,LinkedIn,Lead Generation,Corporate Managers,Mysuru,18-24,Female,Desktop,Video,6140,5468,84,1.37,103.95,8731.8,12,1,0,0.0,0,0.0,52.88,98,/burnout-recovery,executive_burnout_recovery
2025-05-11,CMP-4242,Luxury Digital Detox,Diverse multimedia analyzer,Facebook,Traffic,High Income Professionals,Ahmedabad,35-44,Male,Desktop,Story Ad,129333,91709,2504,1.94,65.52,164062.08,451,163,53,2.12,3445000,21.0,78.11,882,/book-now,luxury_digital_detox
2025-08-07,CMP-7755,Silent Productivity Camp,Down-sized incremental database,LinkedIn,Conversions,Tech Employees,Bhubaneswar,18-24,Female,Desktop,Image,163624,121297,5189,3.17,14.87,77160.43,523,101,20,0.39,1700000,22.03,66.27,403,/mental-reset-retreat,silent_productivity_camp
2025-01-17,CMP-8269,Remote Wellness Retreat,Face-to-face dedicated access,Facebook,Website Visits,Startup Founders,Goa,18-24,Male,Mobile,Image,70717,52688,1433,2.03,34.6,49581.8,31,18,3,0.21,285000,5.75,69.53,49,/book-now,remote_wellness_retreat
2025-06-21,CMP-2651,Luxury Nature Escape,Switchable systematic migration,Facebook,Traffic,Business Owners,Mangalore,18-24,Other,Mobile,Video,172050,137354,3262,1.9,37.04,120824.48,731,235,114,3.49,13680000,113.22,18.95,213,/burnout-recovery,luxury_nature_escape
2025-08-02,CMP-7162,Weekend Mental Reset,Virtual cohesive workforce,Instagram,Lead Generation,Working Professionals,Jaipur,18-24,Male,Mobile,Video,78228,58420,1917,2.45,25.41,48710.97,116,18,5,0.26,600000,12.32,57.4,938,/executive-detox-guide,weekend_mental_reset
2025-03-05,CMP-5269,Executive Burnout Recovery,Networked transitional superstructure,LinkedIn,Website Visits,Corporate Managers,Delhi,35-44,Female,Tablet,Lead Form,2907,1872,77,2.65,72.9,5613.3,18,4,2,2.6,144000,25.65,51.82,942,/burnout-recovery,executive_burnout_recovery
2025-05-11,CMP-8034,Focus & Productivity Retreat,Profound multimedia attitude,LinkedIn,Traffic,C-Suite Leaders,Bhubaneswar,25-34,Other,Mobile,Story Ad,82992,64770,1877,2.26,36.42,68360.34,295,76,29,1.55,2465000,36.06,59.88,613,/weekend-reset,focus_&_productivity_retreat
2025-01-22,CMP-9283,Focus & Productivity Retreat,Compatible logistical neural-net,LinkedIn,Lead Generation,C-Suite Leaders,Jaipur,35-44,Other,Tablet,Lead Form,54686,47656,1035,1.89,91.05,94236.75,58,12,2,0.19,240000,2.55,21.73,517,/book-now,focus_&_productivity_retreat
2025-07-07,CMP-9793,Remote Wellness Retreat,User-friendly actuating customer loyalty,Facebook,Engagement,Startup Founders,Nagpur,35-44,Other,Desktop,Image,23504,18139,379,1.61,12.35,4680.65,26,4,1,0.26,120000,25.64,44.11,436,/luxury-cabins,remote_wellness_retreat
2025-05-28,CMP-4457,Remote Wellness Retreat,Visionary 6thgeneration definition,Facebook,Website Visits,Startup Founders,Trivandrum,25-34,Other,Tablet,Image,72970,51077,1357,1.86,11.34,15388.38,84,9,2,0.15,240000,15.6,68.35,51,/executive-detox-guide,remote_wellness_retreat
2025-05-30,CMP-7937,Mindful Weekend Escape,Cross-group 4thgeneration access,Instagram,Lead Generation,Corporate Executives,Indore,45-54,Other,Desktop,Carousel,131094,83377,2873,2.19,33.72,96877.56,454,170,96,3.34,6912000,71.35,38.8,238,/executive-retreat,mindful_weekend_escape
2025-02-04,CMP-6906,Eco Adventure Cabins,Programmable interactive functionalities,Instagram,Engagement,Gen-Z Eco Travelers,Mumbai,35-44,Other,Tablet,Image,143360,130262,5465,3.81,9.7,53010.5,8,2,0,0.0,0,0.0,55.0,94,/book-now,eco_adventure_cabins
